Timestamp,AirPressure,AirTemperatureA,AirHumidity,AirTemperatureB,V450,B500,G550,Y570,O600,R650,SoilTemperatureA,SoilTemperatureB,TotalLuminosity
5/8/2022 19:00,995_3005371,15_9765625,45_57495117,17_5546875,27_85959053,18_00310898,14_14678192,11_73820686,12_64345074,10_81455994,15_9765625,17_5546875,95_20569897
5/8/2022 20:00,995_6199951,16,61_32507324,16_9296875,0_696227133,0_394169182,0_230675668,0_175390363,0_193816349,0_24602063,16,16_9296875,1_936299324
5/8/2022 21:00,996_100769,15_9609375,72_1862793,16_2109375,0,0,0,0,0,0,15_9609375,16_2109375,0
5/8/2022 22:00,996_3809204,15_8671875,80_63049316,15_515625,0,0,0,0,0,0,15_8671875,15_515625,0
5/8/2022 23:00,996_2962646,15_734375,87_02697754,14_9609375,0,0,0,0,0,0,15_734375,14_9609375,0
5/9/2022 0:00,996_3825684,15_5703125,82_52258301,14_6640625,0,0,0,0,0,0,15_5703125,14_6640625,0
5/9/2022 1:00,996_4272461,15_4140625,85_62011719,14_4453125,0,0,0,0,0,0,15_4140625,14_4453125,0
5/9/2022 2:00,996_4851685,15_265625,87_89978027,14_2734375,0,0,0,0,0,0,15_265625,14_2734375,0
5/9/2022 3:00,996_6115723,15_125,88_58642578,14_1015625,0,0,0,0,0,0,15_125,14_1015625,0
5/9/2022 4:00,996_4226074,14_9921875,91_63208008,13_9296875,0_00150049,0,0,0,0,0,14_9921875,13_9296875,0_00150049
5/9/2022 5:00,996_5189209,14_875,95_98693848,13_671875,4_632011414,2_967670441,2_13308692,1_756257892,2_147926807,2_57401967,14_875,13_671875,16_21097314
5/9/2022 6:00,996_7971191,14_75,92_00439453,13_6328125,55_10097504,37_72459793,31_80274963,30_36607552,39_76547241,42_16264725,14_75,13_6328125,236_9225178
5/9/2022 7:00,997_0892334,14_6328125,93_25561523,13_7890625,125_7071457,78_28533936,87_53665924,76_10009003,107_815155,88_69905853,14_6328125,13_7890625,564_1434479
5/9/2022 8:00,997_4352417,14_5546875,86_6607666,14_0703125,206_1704254,149_6090851,153_1818848,135_3294067,180_4182434,169_9972687,14_5546875,14_0703125,994_7063141
5/9/2022 9:00,997_7828979,14_4921875,82_74230957,15_1328125,221_1227264,163_7533569,182_5249023,155_0050659,193_7138062,164_8178406,14_4921875,15_1328125,1080_937698
5/9/2022 10:00,998_0280762,14_5,93_79577637,15_5703125,238_0019836,191_8735352,148_160614,156_3382263,171_1042633,221_5933075,14_5,15_5703125,1127_07193
5/9/2022 11:00,998_1738281,14_5703125,64_81933594,17_140625,600_6064453,483_7086487,530_6516724,471_1687622,491_0100098,442_6681824,14_5703125,17_140625,3019_813721
5/9/2022 12:00,998_0825195,14_703125,52_08129883,20_3125,655_5639038,429_7747498,401_7203674,407_8787537,535_9390259,502_2729492,14_703125,20_3125,2933_14975
5/9/2022 13:00,997_4785767,15_0078125,49_95727539,21_375,606_2011719,433_6856995,683_1085205,481_0090942,661_2796021,311_2648621,15_0078125,21_375,3176_54895
5/9/2022 14:00,997_5862427,15_3828125,52_31323242,22_015625,36_83551788,30_35754395,29_7770462,27_09957695,30_65733147,29_20632744,15_3828125,22_015625,183_9333439
5/9/2022 15:00,997_6187744,15_78125,89_97192383,19_0234375,221_7614899,145_4634094,142_1996918,135_831543,175_2292023,165_4684296,15_78125,19_0234375,985_953766
5/9/2022 16:00,997_0766602,16_03125,69_14978027,18_0546875,299_7151794,172_3861847,267_4401245,195_1832275,286_617981,170_6120758,16_03125,18_0546875,1391_954773
5/9/2022 17:00,997_5775757,16_125,77_49633789,17_8359375,52_20653534,37_29133987,39_5012207,35_91029358,40_73087692,33_47259903,16_125,17_8359375,239_1128654
5/9/2022 18:00,997_6695557,16_15625,91_28723145,17_515625,77_09365845,47_79545975,49_01062393,40_32801056,43_29096985,33_49444199,16_15625,17_515625,291_0131645
5/9/2022 19:00,997_9872437,16_1484375,93_58825684,17_078125,48_84093857,25_92884064,32_61541748,23_55645752,36_30376816,28_38434219,16_1484375,17_078125,195_6297646
5/9/2022 20:00,998_0125122,16_1328125,96_22497559,16_578125,1_281418085,0_724815249,0_495820105,0_370791704,0_426886648,0_529978991,16_1328125,16_578125,3_829710782
5/9/2022 21:00,998_3658447,16_078125,98_68774414,15_9453125,0,0,0,0,0,0,16_078125,15_9453125,0
5/9/2022 22:00,998_4974976,15_9921875,99_99694824,15_4453125,0,0,0,0,0,0,15_9921875,15_4453125,0
5/9/2022 23:00,998_2739258,15_8828125,99_99694824,15_1796875,0,0,0,0,0,0,15_8828125,15_1796875,0
5/10/2022 0:00,998_2675171,15_7578125,99_99694824,14_9765625,0,0,0,0,0,0,15_7578125,14_9765625,0
5/10/2022 1:00,998_3220215,15_6328125,99_99694824,14_8828125,0,0,0,0,0,0,15_6328125,14_8828125,0
5/10/2022 2:00,998_1120605,15_5234375,99_99694824,14_765625,0,0,0,0,0,0,15_5234375,14_765625,0
5/10/2022 3:00,997_8052979,15_421875,99_22180176,14_6328125,0,0,0,0_001177117,0_001226686,0,15_421875,14_6328125,0_002403802
5/10/2022 4:00,997_585144,15_328125,99_32861328,14_546875,0_00150049,0,0,0_001177117,0_001226686,0,15_328125,14_546875,0_003904292
5/10/2022 5:00,997_5608521,15_2421875,98_62976074,14_3984375,2_34526515,1_28837955,1_065880656,0_802793443,1_023055911,1_11284101,15_2421875,14_3984375,7_63821572
5/10/2022 6:00,997_8059082,15_15625,95_32470703,14_265625,26_68620682,17_28969574,16_53175545,14_23604679,18_08870888,19_45517349,15_15625,14_265625,112_2875872
5/10/2022 7:00,998_1635742,15_0703125,86_37390137,14_171875,110_741478,60_91568756,81_85047913,65_55627441,95_76010132,67_54620361,15_0703125,14_171875,482_370224
5/10/2022 8:00,998_4000244,14_9921875,78_10668945,14_2265625,100_3980255,78_69462585,69_04103851,64_962883,80_2609787,81_4985199,14_9921875,14_2265625,474_8560715
5/10/2022 9:00,998_513916,14_9140625,75_4486084,15_3515625,449_7571411,302_2259827,317_8682251,289_7809143,374_4231567,333_3136902,14_9140625,15_3515625,2067_36911
5/10/2022 10:00,998_5418701,14_8984375,59_59777832,16_859375,661_6130371,509_5785217,411_7882385,427_9654541,547_6170654,522_7738647,14_8984375,16_859375,3081_336182
5/10/2022 11:00,998_5263062,14_9765625,47_23815918,20_6171875,525_909668,443_2302246,452_7172241,411_059906,503_0593262,316_0539246,14_9765625,20_6171875,2652_030273
5/10/2022 12:00,998_1165771,15_21875,37_83874512,21_25,674_7444458,518_0835571,592_3364868,516_2833252,689_0644531,352_4171448,15_21875,21_25,3342_929413
5/10/2022 13:00,997_572876,15_578125,50_29296875,21_921875,910_8384399,520_7577515,950_3857422,679_5879517,1024_983398,490_0092773,15_578125,21_921875,4576_562561
5/10/2022 14:00,996_84021,15_9453125,48_69689941,20_6875,659_8768311,480_5634766,515_9494629,455_4209595,539_4649658,505_5773621,15_9453125,20_6875,3156_853058
5/10/2022 15:00,996_0979004,16_2578125,49_59106445,20_0546875,389_7281189,229_6194305,398_3922119,292_3288269,392_3381348,194_1782837,16_2578125,20_0546875,1896_585007
5/10/2022 16:00,995_4922485,16_46875,57_97424316,19_0703125,136_1274872,92_79389191,117_6503525,81_52883148,86_68071747,53_82733154,16_46875,19_0703125,568_6086121
5/10/2022 17:00,994_9152832,16_59375,49_77111816,17_9296875,90_52753448,58_99507904,57_19032669,46_4996376,42_77575684,30_81465912,16_59375,17_9296875,326_8029938
5/10/2022 18:00,994_3164063,16_578125,51_62658691,17_125,63_73629379,39_56025314,35_02027893,28_67809105,27_70101738,20_15874672,16_578125,17_125,214_854681
5/10/2022 19:00,993_9824219,16_515625,57_90710449,16_578125,34_8188591,22_38946152,18_59325409,15_15302181,15_41821384,12_5596981,16_515625,16_578125,118_9325085
5/10/2022 20:00,993_8214111,16_4140625,75_21362305,16_0703125,1_766076207,1_070120573,0_771570325,0_609746337,0_707797706,0_910506249,16_4140625,16_0703125,5_835817396
5/10/2022 21:00,993_9406128,16_296875,84_62524414,15_5546875,0,0,0,0,0,0,16_296875,15_5546875,0
5/10/2022 22:00,994_0612793,16_1484375,97_81799316,15_015625,0,0,0,0,0,0,16_1484375,15_015625,0
5/10/2022 23:00,994_0053711,15_984375,99_99694824,14_5,0,0,0,0,0,0,15_984375,14_5,0
5/11/2022 0:00,993_7675171,15_8125,99_99694824,13_984375,0,0,0,0,0,0,15_8125,13_984375,0
5/11/2022 1:00,993_5479736,15_6171875,99_99694824,13_53125,0,0,0,0,0,0,15_6171875,13_53125,0
5/11/2022 2:00,993_1841431,15_4140625,99_99694824,13_15625,0,0,0,0,0,0,15_4140625,13_15625,0
5/11/2022 3:00,993_2253418,15_203125,99_99694824,12_8203125,0,0,0,0,0,0,15_203125,12_8203125,0
5/11/2022 4:00,993_1688232,15,99_99694824,12_5625,0_00150049,0,0,0,0,0,15,12_5625,0_00150049
5/11/2022 5:00,992_9972534,14_8046875,99_99694824,12_34375,5_527803421,3_493772507,2_491032124,2_202384949,2_529426098,4_34444809,14_8046875,12_34375,20_58886719
5/11/2022 6:00,993_3543091,14_625,99_99694824,12_203125,50_93711853,43_41724777,36_99295425,34_78850174,26_77486992,35_91211319,14_625,12_203125,228_8228054
5/11/2022 7:00,993_5691528,14_453125,99_99694824,12_5234375,84_35301971,93_85787964,68_50139618,72_06542969,42_98429489,50_99639893,14_453125,12_5234375,412_758419
5/11/2022 8:00,993_7859497,14_3046875,77_42004395,13_640625,120_3905106,146_9303894,103_1629791,117_9422226,72_17777252,73_59849548,14_3046875,13_640625,634_2023697
5/11/2022 9:00,994_0128784,14_2421875,39_58129883,16_0859375,174_1762848,214_684433,144_8493042,167_4704742,110_7468872,117_9008255,14_2421875,16_0859375,929_8282089
5/11/2022 10:00,993_6038818,14_3046875,31_06079102,19,185_6678162,232_5352325,146_156311,172_1265564,115_9645081,114_0697327,14_3046875,19,966_5201569
5/11/2022 11:00,993_0649414,14_546875,42_89550781,21_0625,273_1407471,244_4924927,190_173996,201_5256958,205_058136,159_7799377,14_546875,21_0625,1274_171005
5/11/2022 12:00,992_8164063,14_9453125,33_26721191,21_8046875,743_4825439,517_4258423,624_6582031,538_7734375,759_2469482,423_0015259,14_9453125,21_8046875,3606_588501
5/11/2022 13:00,992_4996948,15_359375,33_1451416,22_890625,503_2979431,411_6177063,623_3413086,446_6627502,602_9313965,277_9716797,15_359375,22_890625,2865_822784
5/11/2022 14:00,991_9749146,15_7890625,31_61010742,23_3984375,183_9632721,135_6152954,189_1304016,134_7252808,153_2039337,77_57790375,15_7890625,23_3984375,874_2160874
5/11/2022 15:00,991_4488525,16_21875,36_18469238,22_203125,172_0425415,107_9291382,115_1507874,96_65086365,103_45681,94_12200928,16_21875,22_203125,689_35215
5/11/2022 16:00,990_9248657,16_578125,42_84362793,21_0546875,102_4972763,67_97849274,66_03082275,55_93672943,49_13733292,36_50164032,16_578125,21_0546875,378_0822945
5/11/2022 17:00,990_6808472,16_8046875,43_83544922,20_25,83_24866486,53_72103119,49_04509735,42_19609833,36_60675812,28_40848351,16_8046875,20_25,293_2261334
5/11/2022 18:00,990_5559082,16_9296875,45_4498291,19_546875,63_28314972,41_40242386,34_674263,30_9675808,27_67770958,25_0757103,16_9296875,19_546875,223_0808373
5/11/2022 19:00,990_741333,16_984375,53_27148438,18_890625,46_75525665,29_27276421,28_22462654,24_98782921,27_8236866,26_2023468,16_984375,18_890625,183_26651
5/11/2022 20:00,991_1240845,16_9765625,69_70825195,18_28125,2_355768681,1_347016215,0_782176077,0_62740314,0_581449032,0_75185746,16_9765625,18_28125,6_445670605
5/11/2022 21:00,991_7051392,16_921875,74_73449707,17_625,0_00150049,0,0_001325722,0_001177117,0_001226686,0,16_921875,17_625,0_005230014
5/11/2022 22:00,991_8652954,16_84375,89_72473145,16_9296875,0,0,0,0,0,0,16_84375,16_9296875,0
5/11/2022 23:00,992_2219238,16_734375,95_15991211,16_265625,0,0,0,0,0,0,16_734375,16_265625,0
5/12/2022 0:00,992_2503662,16_578125,98_48327637,15_734375,0,0,0,0,0,0,16_578125,15_734375,0
5/12/2022 1:00,992_3149414,16_3984375,99_69787598,15_2109375,0,0,0,0,0,0,16_3984375,15_2109375,0
5/12/2022 2:00,992_1838379,16_21875,99_99694824,14_7109375,0,0,0,0,0,0,16_21875,14_7109375,0
5/12/2022 3:00,992_1657715,16_015625,99_99694824,14_2734375,0,0,0,0,0,0,16_015625,14_2734375,0
5/12/2022 4:00,992_1917114,15_8203125,99_99694824,13_8828125,0_00150049,0,0,0,0,0,15_8203125,13_8828125,0_00150049
5/12/2022 5:00,992_1853027,15_6171875,99_99694824,13_53125,4_024312973,2_671229362,1_675712943,1_539668441,1_448715925,2_093474627,15_6171875,13_53125,13_45311427
5/12/2022 6:00,992_5049438,15_421875,99_99694824,13_375,42_54188156,32_68183899,26_64834404,24_76417923,18_62845039,21_75672913,15_421875,13_375,167_0214233
5/12/2022 7:00,992_7749023,15_2421875,91_75720215,13_6328125,83_6027832,84_66493988,59_43080139,65_8714447,40_65850067,48_30396652,15_2421875,13_6328125,382_5324364
5/12/2022 8:00,992_8341675,15_0859375,52_07214355,14_9765625,133_4803314,156_3589935,109_7841568,124_1688004,85_50138092,91_22763824,15_0859375,14_9765625,700_5213013
5/12/2022 9:00,992_5513306,15_03125,43_8659668,17_84375,187_1035461,217_8229523,151_773056,171_1351929,124_7402725,126_0891037,15_03125,17_84375,978_6641235
5/12/2022 10:00,992_3466187,15_1328125,46_38977051,20_578125,220_8781586,252_2217255,179_8016968,194_4723511,157_5689392,134_1613617,15_1328125,20_578125,1139_104233
5/12/2022 11:00,992_0956421,15_421875,31_31408691,23_5625,194_8217468,237_0814667,178_7001343,186_187027,157_3819275,112_8648376,15_421875,23_5625,1067_03714
5/12/2022 12:00,991_5307617,15_875,33_04138184,23_890625,585_6072998,488_8464355,542_7434082,478_2749634,640_614624,330_7251282,15_875,23_890625,3066_811859
5/12/2022 13:00,991_1169434,16_3671875,31_04858398,24_3515625,457_7099915,398_4098816,614_3762207,456_3126221,607_397583,299_0706482,16_3671875,24_3515625,2833_276947
5/12/2022 14:00,990_1586914,16_859375,28_2409668,24_96875,150_3237305,130_8183899,189_8021088,139_2737579,145_610672,73_4066391,16_859375,24_96875,829_2352982
5/12/2022 15:00,989_288208,17_3359375,39_10827637,23_7734375,107_0834885,91_87847137,82_39244843,75_700737,66_19400024,49_57481384,17_3359375,23_7734375,472_8239594
5/12/2022 16:00,988_7249756,17_7109375,41_56799316,22_9296875,78_49060822,67_88505554,51_75884628,51_15866089,39_17298508,34_03591919,17_7109375,22_9296875,322_5020752
5/12/2022 17:00,988_5713501,17_91796875,46_19750977,22_328125,60_22665024,52_22171784,38_28155422,38_04734803,28_48364449,25_81549549,17_91796875,22_328125,243_0764103
5/12/2022 18:00,988_4177246,18_125,50_82702637,21_7265625,41_96269226,36_55838013,24_80426216,24_93603516,17_79430389,17_59507179,18_125,21_7265625,163_6507454
5/12/2022 19:00,988_420166,18_21875,53_13415527,21_1875,24_481987,20_96426392,13_36460495,13_12131786,10_390028,10_71914196,18_21875,21_1875,93_04134369
5/12/2022 20:00,988_7138062,18_265625,56_89697266,20_6640625,2_273241758,1_741185427,0_998268843,0_893431485,0_847639859,1_02431953,18_265625,20_6640625,7_778086901
5/12/2022 21:00,989_3152466,18_2578125,59_23156738,20_171875,0_00150049,0,0_001325722,0_001177117,0_001226686,0_001149629,18_2578125,20_171875,0_006379643
5/12/2022 22:00,989_8545532,18_234375,66_35742188,19_703125,0,0,0,0,0,0,18_234375,19_703125,0
5/12/2022 23:00,990_3103027,18_1796875,75_90026855,19_15625,0,0,0,0,0,0,18_1796875,19_15625,0
5/13/2022 0:00,990_625,18_09375,82_2845459,18_6796875,0,0,0,0,0,0,18_09375,18_6796875,0
5/13/2022 1:00,990_6647949,17_9921875,86_19995117,18_265625,0,0,0,0,0,0,17_9921875,18_265625,0
5/13/2022 2:00,990_5063477,17_8671875,91_45507813,17_859375,0,0,0,0,0,0,17_8671875,17_859375,0
5/13/2022 3:00,991_0729065,17_73828125,92_99468995,17_62890625,0,0,0,0,0,0,17_73828125,17_62890625,0
5/13/2022 4:00,991_6394653,17_609375,94_53430176,17_3984375,0,0,0,0,0,0,17_609375,17_3984375,0
5/13/2022 5:00,991_9384461,17_48828125,97_265625,17_2421875,5_872166155,9_76708889,8_050447465,7_525894165,4_605591774,4_961224079,17_48828125,17_2421875,40_78241253
5/13/2022 6:00,992_2374268,17_3671875,99_99694824,17_0859375,11_74433231,19_53417778,16_10089493,15_05178833,9_211183548,9_922448158,17_3671875,17_0859375,81_56482506
5/13/2022 7:00,992_5164185,17_265625,95_90759277,17_21875,29_06598282,58_13669968,45_01755142,49_22348022,24_07493591,26_12876892,17_265625,17_21875,231_647419
5/13/2022 8:00,992_6928101,17_171875,65_12451172,18_109375,48_87933731,103_7588196,90_55455017,95_84073639,59_91986847,46_04353333,17_171875,18_109375,444_9968453
5/13/2022 9:00,992_5700684,17_140625,54_12902832,19_96875,50_6294632,84_26530457,119_0934143,111_8399429,76_85876465,44_98539734,17_140625,19_96875,487_672287
5/13/2022 10:00,992_3691406,17_21875,47_9095459,22_8828125,59_20042801,88_38841248,132_9736633,124_0694122,84_20458984,55_04526901,17_21875,22_8828125,543_8817748
5/13/2022 11:00,991_7444336,17_54375,58_32702637,23_034375,48_21502123,72_15547419,107_4861738,100_3488356,68_17475652,45_73697662,17_54375,23_034375,442_117238
5/13/2022 12:00,991_1197266,17_86875,68_74450684,23_1859375,37_22961445,55_9225359,81_99868429,76_62825907,52_14492321,36_42868423,17_86875,23_1859375,340_3527011
5/13/2022 13:00,990_4950195,18_19375,79_1619873,23_3375,26_24420767,39_68959761,56_51119479,52_9076825,36_11508989,27_12039184,18_19375,23_3375,238_5881643
5/13/2022 14:00,989_8703125,18_51875,89_57946777,23_4890625,15_25880089,23_45665932,31_02370529,29_18710594,20_08525658,17_81209946,18_51875,23_4890625,136_8236275
5/13/2022 15:00,989_2456055,18_84375,99_99694824,23_640625,4_273394108,7_223721027,5_536215782,5_466529369,4_05542326,8_503807068,18_84375,23_640625,35_05909061
5/13/2022 16:00,988_1400146,19_0859375,99_99694824,22_8203125,2_754899025,4_241391182,3_229459286,3_443065882,2_536786318,4_500797749,19_0859375,22_8203125,20_70639944
5/13/2022 17:00,989_9162598,19_2109375,99_99694824,21_6953125,2_861433744,5_02321434,5_509701252,4_894450665,3_854246855,6_218343735,19_2109375,21_6953125,28_36139059
5/13/2022 18:00,989_7472534,19_25,99_99694824,21_21875,2_883941174,3_306460857,3_490626574,3_25237298,2_557639837,2_625752926,19_25,21_21875,18_11679435
5/13/2022 19:00,989_1046753,19_2421875,99_99694824,20_671875,1_1448735,1_351902723,1_624009728,1_472572803,1_162898064,1_242749095,19_2421875,20_671875,7_999005913
5/13/2022 20:00,989_7140503,19_1796875,99_99694824,20_125,0_079525948,0_08143992,0_055680335,0_047084663,0_033120517,0_055182196,19_1796875,20_125,0_352033578
5/13/2022 21:00,990_0092773,19_0859375,99_99694824,19_71875,0,0,0,0,0,0,19_0859375,19_71875,0
5/13/2022 22:00,989_4207764,18_9765625,99_99694824,19_1953125,0,0,0,0,0,0,18_9765625,19_1953125,0
5/13/2022 23:00,989_3009644,18_84375,99_99694824,18_84375,0,0,0,0,0,0,18_84375,18_84375,0
5/14/2022 0:00,988_9271851,18_71875,99_99694824,18_6171875,0,0,0,0,0,0,18_71875,18_6171875,0
5/14/2022 1:00,988_5273438,18_59375,99_99694824,18_3828125,0,0,0,0,0,0,18_59375,18_3828125,0
5/14/2022 2:00,987_9665527,18_4609375,99_99694824,17_9453125,0,0,0,0,0,0,18_4609375,17_9453125,0
5/14/2022 3:00,987_670105,18_3359375,99_99694824,17_484375,0,0,0,0,0,0,18_3359375,17_484375,0
5/14/2022 4:00,987_9399414,18_1875,99_99694824,17_09375,0,0,0,0,0,0,18_1875,17_09375,0
5/14/2022 5:00,988_2781982,18_0234375,99_99694824,16_734375,0_16205287,0_197084591,0_157760948,0_138899744,0_101814918,0_150601417,18_0234375,16_734375,0_908214487
5/14/2022 6:00,988_7776184,17_859375,99_99694824,16_73046875,3_323584199,4_386354051,4_566449806,4_375930756,3_346398678,4_524940029,17_859375,16_73046875,24_52365752
5/14/2022 7:00,989_2770386,17_6953125,99_99694824,16_7265625,6_485115528,8_575623512,8_975138664,8_612961769,6_590982437,8_899278641,17_6953125,16_7265625,48_13910055
5/14/2022 8:00,989_6595459,17_5546875,80_59387207,17_671875,36_96456146,53_0369339,53_51675797,53_70476532,41_32336426,66_15541077,17_5546875,17_671875,304_7017937
5/14/2022 9:00,989_9326782,17_484375,66_51306152,19_796875,63_65509033,88_19586945,130_4102478,124_7969589,93_8497467,67_19083405,17_484375,19_796875,568_0987472
5/14/2022 10:00,990_1738281,17_61328125,60_34240722,22_07421875,54_33363342,71_64105034,106_1668587,101_243763,78_55371285,53_68383217,17_61328125,22_07421875,465_6228504
5/14/2022 11:00,990_414978,17_7421875,54_17175293,24_3515625,45_01217651,55_08623123,81_92346954,77_69056702,63_25767899,40_17683029,17_7421875,24_3515625,363_1469536
5/14/2022 12:00,990_4077148,18_09375,53_94287109,24_53125,31_90941048,40_17268372,44_96982574,42_38090515,34_93110275,42_91335678,18_09375,24_53125,237_2772846
5/14/2022 13:00,990_3515625,18_4375,53_26843261,24_578125,35_82343769,44_47922707,55_10298156,51_04153824,43_27747345,51_22747421,18_4375,24_578125,280_9521322
5/14/2022 14:00,990_2954102,18_78125,52_59399414,24_625,39_7374649,48_78577042,65_23613739,59_70217133,51_62384415,59_54159164,18_78125,24_625,324_6269798
5/14/2022 15:00,990_0942993,19_078125,67_24243164,23_6015625,8_82888031,10_7940464,12_91783714,11_89123058,8_876297951,7_367972851,19_078125,23_6015625,60_67626523
5/14/2022 16:00,989_7947388,19_3203125,68_57910156,22_3203125,6_609656811,7_539708138,9_415279388,7_970255852,6_132202148,4_074285507,19_3203125,22_3203125,41_74138784
5/14/2022 17:00,989_5978394,19_3984375,60_64453125,21_546875,7_091313839,9_049604416,11_09894657,10_0690546,7_75510788,5_807926178,19_3984375,21_546875,50_87195348
5/14/2022 18:00,989_7619629,19_390625,67_25769043,20_84375,15_8826828,17_29132271,16_24274826,13_26139545,11_07329273,10_05235672,19_390625,20_84375,83_80379867
5/14/2022 19:00,990_0337524,19_3359375,67_81005859,20_15625,10_70299244,10_2272253,7_828389645,6_289333344,5_629261494,6_610367298,19_3359375,20_15625,47_28756952
5/14/2022 20:00,990_6752319,19_2265625,69_32678223,19_5703125,4_543482304,3_075171471,2_358459711,1_906928897,2_030164957,2_528034449,19_2265625,19_5703125,16_44224179
5/14/2022 21:00,991_8892212,19_0859375,79_69360352,19_0625,0_00150049,0_001628798,0_001325722,0_001177117,0_001226686,0_001149629,19_0859375,19_0625,0_008008442
5/14/2022 22:00,992_3543701,18_9375,81_67419434,18_6328125,0,0,0_001325722,0_001177117,0_001226686,0,18_9375,18_6328125,0_003729525
5/14/2022 23:00,992_5388184,18_7890625,85_0189209,18_1953125,0,0,0_001325722,0_001177117,0_001226686,0,18_7890625,18_1953125,0_003729525
5/15/2022 0:00,992_8182983,18_6328125,87_87231445,17_8984375,0,0,0,0,0,0,18_6328125,17_8984375,0
5/15/2022 1:00,992_5512695,18_4609375,92_14782715,17_609375,0,0,0,0,0,0,18_4609375,17_609375,0
5/15/2022 2:00,992_5197754,18_3046875,99_99694824,17_078125,0,0,0,0,0,0,18_3046875,17_078125,0
5/15/2022 3:00,992_43573,18_1328125,99_99694824,16_59375,0,0,0,0,0,0,18_1328125,16_59375,0
5/15/2022 4:00,992_3328247,17_9453125,99_99694824,16_1640625,0,0,0,0,0,0,17_9453125,16_1640625,0
5/15/2022 5:00,992_3244019,17_75,99_99694824,15_7734375,1_964140892,1_720011115,1_061903477,0_904025495,0_78753227,1_348514915,17_75,15_7734375,7_786128164
5/15/2022 6:00,992_4987793,17_5390625,99_99694824,15_375,22_44882393,22_27544785,15_46322441,14_38789558,10_27840042,16_33852768,17_5390625,15_375,101_1923199
5/15/2022 7:00,992_8318481,17_3359375,99_99694824,15_5390625,50_42845535,54_25852966,36_96378708,36_74604797,27_83472824,49_56970596,17_3359375,15_5390625,255_8012543
5/15/2022 8:00,993_2785645,17_1640625,63_35754395,16_484375,96_88180542,110_0098038,96_75534821,99_07624054,76_8408432,75_43255615,17_1640625,16_484375,554_9965973
5/15/2022 9:00,993_1744385,17_0546875,51_90429688,18_9140625,165_7176971,202_5983429,193_55159,200_1420898,159_4396667,143_7690887,17_0546875,18_9140625,1065_218475
5/15/2022 10:00,993_1690063,17_1015625,40_8996582,21_6640625,375_034668,382_1010437,370_3659973,356_0415344,368_8096619,290_9906006,17_0546875,18_5140625,2143_343506
5/15/2022 11:00,992_9065552,17_3359375,40_84472656,23_7421875,201_8736877,202_4598999,194_540329,200_6714172,173_404892,129_8520813,17_0546875,19_9140625,1102_802307
5/15/2022 12:00,992_6989136,47_15102386,22_75085449,50_81901169,89_77406311,145_8878784,88_17793274,130_8852539,101_2554016,136_7832489,17_6484375,24_65625,692_7637787
5/15/2022 13:00,992_1586914,43_86103058,19_58312988,47_1230278,7_02379179,8_187970161,7_047539234,7_724238396,9_472467422,11_70322418,18_046875,24_8984375,51_15923118
5/15/2022 14:00,991_9376831,30_76906586,43_71643066,28_10935783,244_6984406,219_6011505,153_3533936,165_7404327,128_5724792,133_6909637,18_4375,24_53125,1045_65686
5/15/2022 15:00,991_4992676,26_31816864,49_49645996,25_25428581,214_7881927,162_716507,107_6257401,121_411171,101_1810074,94_09223175,18_765625,23_4921875,801_8148499
5/15/2022 16:00,991_0263062,24_19470978,45_85266113,23_67317009,126_8075714,110_1080246,67_75748444,74_33228302,56_14015579,54_55809784,18_984375,22_5390625,489_7036171
5/15/2022 17:00,990_8272705,21_56890106,53_73840332,21_58851433,97_84375763,87_61877441,57_69589615,60_30481339,43_80678177,40_35933304,19_1015625,21_78125,387_6293564
5/15/2022 18:00,990_6930542,20_89572906,56_52160645,21_1806469,77_94142914,77_63830566,67_97640991,70_93657684,41_77478409,32_92422867,19_15625,21_15625,369_1917343
5/15/2022 19:00,991_0184937,18_60707092,62_82958984,19_29237175,65_65242004,81_79010773,37_88118744,49_79909134,37_037323,49_41680908,19_1484375,20_5234375,321_5769386
5/15/2022 20:00,991_3632813,16_09532928,69_0246582,17_09693718,13_71897602,15_60877514,6_921595573,9_067328453,7_036270142,12_2826376,19_0859375,19_796875,64_63558293
5/15/2022 21:00,992_1260376,14_17190552,84_31396484,15_4201479,0_009002937,0_008143992,0_002651444,0_002354233,0_001226686,0_003448887,19,19_109375,0_02682818
5/15/2022 22:00,992_9147949,12_40019989,93_37463379,13_90952778,0,0,0,0,0,0,18_8828125,18_46875,0
5/15/2022 23:00,993_4012451,12_6805954,94_82727051,14_1814394,0,0,0,0,0,0,18_7265625,18_0390625,0
5/16/2022 0:00,993_8881226,12_30580139,92_36755371,13_76853657,0_00150049,0_001628798,0_001325722,0_001177117,0,0_001149629,18_5546875,17_65625,0_006781756
5/16/2022 1:00,994_0212402,11_21007538,99_99694824,12_81684589,0,0,0,0,0,0,18_3828125,17_234375,0
5/16/2022 2:00,994_0168457,10_15255737,99_99694824,11_91550922,0,0,0,0,0,0,18_2109375,16_78125,0
5/16/2022 3:00,994_1151733,8_98210144,99_99694824,10_94871235,0,0,0,0,0,0,18_03125,16_296875,0
5/16/2022 4:00,994_005127,7_912773132,99_99694824,10_02723408,0,0,0,0,0,0,17_8359375,15_796875,0
5/16/2022 5:00,994_010376,7_057548523,99_99694824,9_302136421,0_993324101,1_096181273,0_4825629,0_523816824,0_327525109,0_589759708,17_625,15_3203125,4_013169914
