Timestamp,AirPressure,AirTemperatureA,AirHumidity,AirTemperatureB,V450,B500,G550,Y570,O600,R650,SoilTemperatureA,SoilTemperatureB,TotalLuminosity
1/21/2022 21:00,988_5555725,15_5078125,44_81811524,14_984375,0_108035255,0_218258977,0_354630679,0_382562891,0_434246778,0_183940657,15_5078125,14_984375,1_681675237
1/21/2022 22:00,988_6810303,17_765625,55_8013916,17_5,0,0,0,0,0,0,17_765625,17_5,0
1/21/2022 23:00,988_2376709,15_546875,58_60900879,14_5546875,0,0,0,0,0,0,15_546875,14_5546875,0
1/22/2022 0:00,987_8673706,13_8203125,60_39123535,12_8671875,0,0,0,0,0,0,13_8203125,12_8671875,0
1/22/2022 1:00,987_8562012,12_6328125,60_79406738,11_96875,0,0,0,0,0,0,12_6328125,11_96875,0
1/22/2022 2:00,987_5229492,11_8515625,61_66687012,11_3203125,0,0,0,0,0,0,11_8515625,11_3203125,0
1/22/2022 3:00,987_1150513,11_359375,62_12768555,10_921875,0,0,0,0,0,0,11_359375,10_921875,0
1/22/2022 4:00,986_7437744,11,62_67089844,10_625,0,0,0,0,0,0,11,10_625,0
1/22/2022 5:00,986_6280518,10_6875,62_82348633,10_34375,0,0,0,0,0,0,10_6875,10_34375,0
1/22/2022 6:00,986_8717041,10_3984375,63_23547363,10_1015625,0,0,0,0,0,0,10_3984375,10_1015625,0
1/22/2022 7:00,987_1958008,10_1484375,63_38806152,9_8515625,0_684223235,0_526101887,0_837856472,0_692144513,0_737238109,0_494340509,10_1484375,9_8515625,3_971904725
1/22/2022 8:00,987_4497009,10_27552083,63_15368652,9_983333333,0_94345782,0_666178546,0_958187864,0_830141803,0_979835651,0_720089331,10_27552083,9_983333333,5_097891016
1/22/2022 9:00,987_7036011,10_40260417,62_91931152,10_11510417,1_202692405,0_806255205,1_078519257,0_968139092,1_222433193,0_945838153,10_40260417,10_11510417,6_223877307
1/22/2022 10:00,987_9575012,10_5296875,62_68493652,10_246875,1_461926991,0_946331865,1_19885065,1_106136382,1_465030736,1_171586975,10_5296875,10_246875,7_349863598
1/22/2022 11:00,988_2114014,10_65677083,62_45056152,10_37864583,1_721161576,1_086408524,1_319182042,1_244133671,1_707628278,1_397335798,10_65677083,10_37864583,8_475849889
1/22/2022 12:00,988_4653015,10_78385417,62_21618652,10_51041667,1_980396162,1_226485183,1_439513435,1_382130961,1_95022582,1_62308462,10_78385417,10_51041667,9_60183618
1/22/2022 13:00,988_7192017,10_9109375,61_98181152,10_6421875,2_239630747,1_366561842,1_559844828,1_52012825,2_192823362,1_848833442,10_9109375,10_6421875,10_72782247
1/22/2022 14:00,988_9731018,11_03802083,61_74743652,10_77395833,2_498865332,1_506638501,1_68017622,1_65812554,2_435420904,2_074582264,11_03802083,10_77395833,11_85380876
1/22/2022 15:00,989_227002,11_16510417,61_51306152,10_90572917,2_758099918,1_64671516,1_800507613,1_796122829,2_678018447,2_300331086,11_16510417,10_90572917,12_97979505
1/22/2022 16:00,989_4809021,11_2921875,61_27868652,11_0375,3_017334503,1_786791819,1_920839006,1_934120119,2_920615989,2_526079908,11_2921875,11_0375,14_10578134
1/22/2022 17:00,989_7348023,11_41927083,61_04431152,11_16927083,3_276569088,1_926868478,2_041170398,2_072117408,3_163213531,2_75182873,11_41927083,11_16927083,15_23176763
1/22/2022 18:00,989_9887024,11_54635417,60_80993652,11_30104167,3_535803674,2_066945138,2_161501791,2_210114698,3_405811073,2_977577552,11_54635417,11_30104167,16_35775393
1/22/2022 19:00,990_2426026,11_6734375,60_57556152,11_4328125,3_795038259,2_207021797,2_281833184,2_348111987,3_648408615,3_203326374,11_6734375,11_4328125,17_48374022
1/22/2022 20:00,990_4965027,11_80052083,60_34118652,11_56458333,4_054272845,2_347098456,2_402164576,2_486109277,3_891006158,3_429075196,11_80052083,11_56458333,18_60972651
1/22/2022 21:00,990_7504029,11_92760417,60_10681152,11_69635417,4_31350743,2_487175115,2_522495969,2_624106566,4_1336037,3_654824019,11_92760417,11_69635417,19_7357128
1/22/2022 22:00,991_004303,12_0546875,59_87243652,11_828125,4_572742015,2_627251774,2_642827362,2_762103856,4_376201242,3_880572841,12_0546875,11_828125,20_86169909
1/22/2022 23:00,991_2582031,12_18177083,59_63806152,11_95989583,4_831976601,2_767328433,2_763158754,2_900101145,4_618798784,4_106321663,12_18177083,11_95989583,21_98768538
1/23/2022 0:00,991_5121033,12_30885417,59_40368652,12_09166667,5_091211186,2_907405092,2_883490147,3_038098435,4_861396326,4_332070485,12_30885417,12_09166667,23_11367167
1/23/2022 1:00,991_7660034,12_4359375,59_16931152,12_2234375,5_350445771,3_047481751,3_00382154,3_176095724,5_103993869,4_557819307,12_4359375,12_2234375,24_23965796
1/23/2022 2:00,992_0199036,12_56302083,58_93493652,12_35520833,5_609680357,3_187558411,3_124152932,3_314093014,5_346591411,4_783568129,12_56302083,12_35520833,25_36564425
1/23/2022 3:00,992_2738037,12_69010417,58_70056152,12_48697917,5_868914942,3_32763507,3_244484325,3_452090303,5_589188953,5_009316951,12_69010417,12_48697917,26_49163054
1/23/2022 4:00,992_5277039,12_8171875,58_46618652,12_61875,6_128149528,3_467711729,3_364815718,3_590087593,5_831786495,5_235065773,12_8171875,12_61875,27_61761684
1/23/2022 5:00,992_781604,12_94427083,58_23181152,12_75052083,6_387384113,3_607788388,3_485147111,3_728084882,6_074384037,5_460814595,12_94427083,12_75052083,28_74360313
1/23/2022 6:00,993_0355042,13_07135417,57_99743652,12_88229167,6_646618698,3_747865047,3_605478503,3_866082172,6_31698158,5_686563417,13_07135417,12_88229167,29_86958942
1/23/2022 7:00,993_2894043,13_1984375,57_76306152,13_0140625,6_905853284,3_887941706,3_725809896,4_004079461,6_559579122,5_912312239,13_1984375,13_0140625,30_99557571
1/23/2022 8:00,993_5433045,13_32552083,57_52868652,13_14583333,7_165087869,4_028018365,3_846141289,4_142076751,6_802176664,6_138061062,13_32552083,13_14583333,32_121562
1/23/2022 9:00,993_7972046,13_45260417,57_29431152,13_27760417,7_424322454,4_168095024,3_966472681,4_28007404,7_044774206,6_363809884,13_45260417,13_27760417,33_24754829
1/23/2022 10:00,994_0511048,13_5796875,57_05993652,13_409375,7_68355704,4_308171684,4_086804074,4_41807133,7_287371748,6_589558706,13_5796875,13_409375,34_37353458
1/23/2022 11:00,994_3050049,13_70677083,56_82556152,13_54114583,7_942791625,4_448248343,4_207135467,4_556068619,7_529969291,6_815307528,13_70677083,13_54114583,35_49952087
1/23/2022 12:00,994_5589051,13_83385417,56_59118652,13_67291667,8_202026211,4_588325002,4_327466859,4_694065909,7_772566833,7_04105635,13_83385417,13_67291667,36_62550716
1/23/2022 13:00,994_8128052,13_9609375,56_35681152,13_8046875,8_461260796,4_728401661,4_447798252,4_832063198,8_015164375,7_266805172,13_9609375,13_8046875,37_75149345
1/23/2022 14:00,995_2542725,12_4140625,55_22460938,12_59375,9_451583862,9_07566452,7_492982388,7_52766037,9_030860901,8_657856941,12_4140625,12_59375,51_23660898
1/23/2022 15:00,996_1813354,14_7890625,59_60693359,17_5546875,4_767055511,4_348891735,3_405780554,3_390095472,4_061556816,3_999559402,14_7890625,17_5546875,23_97293949
1/23/2022 16:00,997_7426758,13_2421875,60_80627441,14_1796875,1_842601299,1_658116698,1_165309787,1_122969151,1_268393159,1_339317918,13_2421875,14_1796875,8_396708012
1/23/2022 17:00,999_0840454,12_2890625,63_07067871,12_9609375,0_009002937,0_006515194,0_003977167,0_00353135,0_003680057,0_005748145,12_2890625,12_9609375,0_03245485
1/23/2022 18:00,1000_238464,11_90625,63_08898926,12_4921875,0,0,0,0,0,0,11_90625,12_4921875,0
1/23/2022 19:00,1000_855774,11_1953125,63_2232666,11_4765625,0,0,0,0,0,0,11_1953125,11_4765625,0
1/23/2022 20:00,1001_596924,11_1875,63_10119629,11_46875,0,0,0,0,0,0,11_1875,11_46875,0
1/23/2022 21:00,1002_260132,10_90625,64_21813965,10_9375,0,0,0,0,0,0,10_90625,10_9375,0
1/23/2022 22:00,1002_830688,10_953125,64_41650391,11_21875,0,0,0,0,0,0,10_953125,11_21875,0
1/23/2022 23:00,1003_106689,10_5234375,64_74609375,10_703125,0,0,0,0,0,0,10_5234375,10_703125,0
1/24/2022 0:00,1003_386169,10_6953125,64_82543945,10_7265625,0,0,0,0,0,0,10_6953125,10_7265625,0
1/24/2022 1:00,1003_852356,10_375,64_99938965,10_59375,0,0,0,0,0,0,10_375,10_59375,0
1/24/2022 2:00,1004_225952,10_5625,65_05737305,10_5078125,0,0,0,0,0,0,10_5625,10_5078125,0
1/24/2022 3:00,1004_542175,10_2734375,65_57312012,10_5,0,0,0,0,0,0,10_2734375,10_5,0
1/24/2022 4:00,1005_118225,10_40625,64_81933594,10_4453125,0,0,0,0,0,0,10_40625,10_4453125,0
1/24/2022 5:00,1005_643494,10_1953125,65_38696289,10_4921875,0,0,0,0,0,0,10_1953125,10_4921875,0
1/24/2022 6:00,1006_133728,10_1953125,65_59448242,10_2578125,0,0,0,0,0,0,10_1953125,10_2578125,0
1/24/2022 7:00,1006_683594,10_0859375,65_38085938,10_3515625,0_003000979,0_001628798,0_001325722,0_001177117,0_001226686,0_001149629,10_0859375,10_3515625,0_009508931
1/24/2022 8:00,1006_913879,9_8828125,65_80810547,10_0859375,1_084854007,0_931672692,0_657558203,0_610923469,0_715157807,0_740361154,9_8828125,10_0859375,4_740527332
1/24/2022 9:00,1007_269592,10_15625,64_04418945,10_4765625,5_493292332,5_405981541,4_480941296,4_371810913,5_327496052,5_215867043,10_15625,10_4765625,30_29538918
1/24/2022 10:00,1007_415527,9_9765625,61_96594238,9_9375,12_006917,10_86245632,8_947299004,8_665931702,10_43173599,9_33498764,9_9765625,9_9375,60_24932766
1/24/2022 11:00,1007_482239,10_5546875,57_12280273,10_4609375,24_23140717,21_69396591,19_83413124,18_9539299,24_31045914,19_84719658,10_5546875,10_4609375,128_8710899
1/24/2022 12:00,1007_006714,10_7265625,52_57873535,10_46875,118_0103378,80_56752777,87_55175018,91_23358154,112_6355362,98_82559204,10_7265625,10_46875,588_8243255
1/24/2022 13:00,1006_774475,10_828125,51_17797852,10_453125,129_6935425,124_2628555,82_68424225,102_4328003,106_4335175,170_560318,10_828125,10_453125,716_067276
1/24/2022 14:00,1006_772888,10_8984375,55_77697754,10_9375,9_600132942,7_904558659,5_744354725,5_7502141,6_711197853,6_355149269,10_8984375,10_9375,42_06560755
1/24/2022 15:00,1007_189514,10_5078125,60_06469727,10_4453125,6_198522091,5_143745422,3_582101345,3_52546382,3_87755394,3_625930309,10_5078125,10_4453125,25_95331693
1/24/2022 16:00,1007_127909,11_484375,63_82344564,11_43489583,4_229879876,3_542093644,2_579413474,2_563367308,2_802159349,2_569037914,11_484375,11_43489583,18_28595156
1/24/2022 17:00,1007_066305,12_4609375,67_58219401,12_42447917,2_261237661,1_940441867,1_576725602,1_601270795,1_726764758,1_512145519,12_4609375,12_42447917,10_6185862
1/24/2022 18:00,1007_0047,13_4375,71_34094238,13_4140625,0_292595446,0_338790089,0_574037731,0_639174283,0_651370168,0_455253124,13_4375,13_4140625,2_95122084
1/24/2022 19:00,1006_778809,-6_796875,84_66796875,-9_5234375,0,0,0,0,0,0,-6_796875,-9_5234375,0
1/24/2022 20:00,1006_843994,-6_8046875,85_92224121,-9_0234375,0,0,0,0,0,0,-6_8046875,-9_0234375,0
1/24/2022 21:00,1006_419434,-7_078125,86_93847656,-9_65625,0,0,0,0,0,0,-7_078125,-9_65625,0
1/24/2022 22:00,1006_449463,-7_6328125,93_53942871,-10_53125,0,0,0,0,0,0,-7_6328125,-10_53125,0
1/24/2022 23:00,1006_374939,-8_3046875,92_97790527,-11_96875,0,0,0,0,0,0,-8_3046875,-11_96875,0
1/25/2022 0:00,1006_14624,-8_8671875,95_8404541,-13_2734375,0,0,0,0,0,0,-8_8671875,-13_2734375,0
1/25/2022 1:00,1005_676819,-9_34375,98_44970703,-13_6875,0,0,0,0,0,0,-9_34375,-13_6875,0
1/25/2022 2:00,1005_075012,-9_8828125,97_05505371,-14_6484375,0,0,0,0_001177117,0,0,-9_8828125,-14_6484375,0_001177117
1/25/2022 3:00,1004_655212,-10_3671875,96_53625488,-15_2421875,0,0,0,0_001177117,0,0,-10_3671875,-15_2421875,0_001177117
1/25/2022 4:00,1004_209167,-10_1484375,98_07128906,-15_0546875,0,0,0_001325722,0_001177117,0,0,-10_1484375,-15_0546875,0_002502839
1/25/2022 5:00,1004_194214,-10_7578125,97_27478027,-15_1875,0,0,0,0_001177117,0,0,-10_7578125,-15_1875,0_001177117
1/25/2022 6:00,1003_840698,-11_515625,94_5526123,-16_8515625,0,0,0,0_001177117,0,0,-11_515625,-16_8515625,0_001177117
1/25/2022 7:00,1003_590698,-11_2578125,98_21777344,-15_96875,0_109535746,0_083068721,0_041097388,0_035313495,0_028213775,0_042536277,-11_2578125,-15_96875,0_339765402
1/25/2022 8:00,1003_07312,-10_34375,92_6361084,-15_046875,30_76303673,32_55642319,31_17170715,31_22419167,21_35905266,19_95526314,-10_34375,-15_046875,167_0296745
1/25/2022 9:00,1002_662476,-4_9765625,76_80664063,-10_3671875,91_9156723,130_5773773,148_8893738,150_8075562,86_45426941,63_36612701,-4_9765625,-10_3671875,672_010376
1/25/2022 10:00,1001_936157,-3_0703125,59_75341797,-7_6171875,125_1723938,182_4712677,199_6900787,203_0810089,101_5561829,78_27249908,-3_0703125,-7_6171875,890_2434311
1/25/2022 11:00,1001_481506,0_015625,61_52954102,-3_3984375,140_2731323,171_5213776,173_7750549,175_5795288,101_4627914,75_89711761,0_015625,-3_3984375,838_5090026
1/25/2022 12:00,1000_678894,0_6796875,50_78735352,-0_4140625,190_1002808,172_7563477,146_8529053,146_1249847,141_1650848,119_6777725,0_6796875,-0_4140625,916_6773758
1/25/2022 13:00,999_7409668,0_421875,52_08740234,-1_0390625,161_4926453,156_2745361,135_6474609,135_6809845,117_4423676,96_7858963,0_421875,-1_0390625,803_3238907
1/25/2022 14:00,999_0504761,0_59375,53_08532715,0_0390625,163_0548706,161_525589,137_9356537,138_987381,127_5826797,102_3155899,0_59375,0_0390625,831_4017639
1/25/2022 15:00,998_5128784,-0_359375,61_09619141,-1_6796875,116_2395554,91_33303833,69_10093689,67_16661072,84_81589508,75_90866089,-0_359375,-1_6796875,504_5646973
1/25/2022 16:00,998_0095215,-1_109375,81_30187988,-2_8984375,40_81331635,32_43751907,23_02381897,22_27575302,28_9203434,30_07774544,-1_109375,-2_8984375,177_5484963
1/25/2022 17:00,997_7290039,-1_8203125,97_32055664,-3_453125,0_457649291,0_368108422,0_174995333,0_162442088,0_163149208,0_282808751,-1_8203125,-3_453125,1_609153092
1/25/2022 18:00,997_4353027,-1_8125,99_99694824,-3_3671875,0_00150049,0,0_001325722,0_001177117,0_001226686,0,-1_8125,-3_3671875,0_005230014
1/25/2022 19:00,997_2976685,-1_6796875,99_99694824,-3_1796875,0_00150049,0,0_001325722,0_001177117,0_001226686,0_001149629,-1_6796875,-3_1796875,0_006379643
1/25/2022 20:00,997_0733032,-1_5859375,99_99694824,-3_28125,0,0,0_001325722,0_001177117,0_001226686,0,-1_5859375,-3_28125,0_003729525
1/25/2022 21:00,996_8843994,-1_4921875,99_99694824,-3_1015625,0,0,0,0,0,0,-1_4921875,-3_1015625,0
1/25/2022 22:00,996_6682129,-1_4609375,99_99694824,-3_1015625,0,0,0,0,0,0,-1_4609375,-3_1015625,0
1/25/2022 23:00,996_263855,-1_703125,99_99694824,-3_5234375,0,0,0,0,0,0,-1_703125,-3_5234375,0
1/26/2022 0:00,995_7676392,-1_5234375,99_99694824,-2_7421875,0,0,0_001325722,0_001177117,0_001226686,0,-1_5234375,-2_7421875,0_003729525
1/26/2022 1:00,995_4182129,-1_171875,99_99694824,-1_984375,0_00150049,0,0_001325722,0_001177117,0_001226686,0_001149629,-1_171875,-1_984375,0_006379643
1/26/2022 2:00,995_1594238,-0_8828125,99_99694824,-1_484375,0_00150049,0,0_001325722,0_002354233,0_002453372,0_001149629,-0_8828125,-1_484375,0_008783446
1/26/2022 3:00,994_6175537,-0_703125,99_99694824,-1_0078125,0_00150049,0,0_001325722,0_001177117,0_001226686,0_001149629,-0_703125,-1_0078125,0_006379643
1/26/2022 4:00,994_3121338,-0_6796875,99_99694824,-1_1328125,0_00150049,0,0_001325722,0_001177117,0_001226686,0_001149629,-0_6796875,-1_1328125,0_006379643
1/26/2022 5:00,994_3165894,-0_59375,99_99694824,-0_90625,0_00150049,0,0_001325722,0_002354233,0_001226686,0_001149629,-0_59375,-0_90625,0_00755676
1/26/2022 6:00,994_2789307,-0_5390625,99_99694824,-0_6875,0_00150049,0,0_001325722,0_001177117,0_001226686,0_001149629,-0_5390625,-0_6875,0_006379643
1/26/2022 7:00,994_1236572,-0_4140625,99_99694824,-0_328125,0_016505385,0_014659185,0_007954334,0_007062699,0_006133429,0_010346662,-0_4140625,-0_328125,0_062661694
1/26/2022 8:00,994_1644287,-0_3046875,99_99694824,-0_15625,4_154855728,4_531317234,3_363357306,3_14172411,2_929325581,3_250001431,-0_3046875,-0_15625,21_37058139
1/26/2022 9:00,994_3570557,-0_1796875,99_99694824,-0_0078125,9_32404232,10_98135853,9_10373497,8_880167007,8_407704353,8_445175171,-0_1796875,-0_0078125,55_14218235
1/26/2022 10:00,994_3505249,-0_1015625,99_99694824,0_09375,12_32352066,14_44255543,13_24263859,12_6975565,12_43246078,11_41696644,-0_1015625,0_09375,76_5556984
1/26/2022 11:00,994_5245972,-0_0625,99_2401123,0_3125,26_9577961,32_24043274,26_83129311,27_08545113,25_82173538,26_00461006,-0_0625,0_3125,164_9413185
1/26/2022 12:00,994_4500122,-0_0234375,90_97900391,1_15625,225_5426331,189_4166412,150_2998047,149_0375519,186_1790619,171_3944397,-0_0234375,1_15625,1071_870133
1/26/2022 13:00,994_2234802,0_0859375,88_70239258,1_35546875,226_2472153,211_1937332,165_4210892,163_4709244,190_9418488,185_4938355,0_0859375,1_35546875,1142_768646
1/26/2022 14:00,993_9969482,0_1953125,86_42578125,1_5546875,226_9517975,232_9708252,180_5423737,177_9042969,195_7046356,199_5932312,0_1953125,1_5546875,1213_66716
1/26/2022 15:00,994_0577393,0_015625,91_27197266,0_6015625,96_08404541,103_8499222,85_61455536,79_25234985,76_2636795,73_78981781,0_015625,0_6015625,514_8543701
1/26/2022 16:00,994_2922363,-0_0390625,95_82519531,0_3125,27_12885094,29_13920403,21_84259987,19_58368874,17_73051643,17_51459885,-0_0390625,0_3125,132_9394589
1/26/2022 17:00,994_7363892,-0_078125,99_99694824,0_125,0_757747233,0_45117715,0_352642089,0_26367411,0_341018617,0_418464989,-0_078125,0_125,2_584724188
1/26/2022 18:00,995_1967163,-0_0234375,99_99694824,0_015625,0_00150049,0_001628798,0_002651444,0_00353135,0_003680057,0_001149629,-0_0234375,0_015625,0_014141768
1/26/2022 19:00,995_3955688,0_1015625,99_99694824,-0_28125,0_00150049,0_001628798,0_002651444,0_002354233,0_002453372,0_001149629,0_1015625,-0_28125,0_011737966
1/26/2022 20:00,995_5061035,0_203125,99_99694824,-0_265625,0_00150049,0,0_001325722,0_002354233,0_002453372,0_001149629,0_203125,-0_265625,0_008783446
1/26/2022 21:00,995_3504639,0_25,99_99694824,-0_1640625,0_00150049,0,0_001325722,0_001177117,0_001226686,0_001149629,0_25,-0_1640625,0_006379643
1/26/2022 22:00,995_1873169,0_2890625,99_99694824,-0_265625,0,0,0_001325722,0_001177117,0_001226686,0,0_2890625,-0_265625,0_003729525
1/26/2022 23:00,995_076416,0_328125,99_99694824,-0_484375,0,0,0,0,0,0,0_328125,-0_484375,0
1/27/2022 0:00,994_836731,0_3515625,99_99694824,-0_234375,0,0,0_001325722,0_001177117,0_001226686,0,0_3515625,-0_234375,0_003729525
1/27/2022 1:00,994_5331421,0_375,99_99694824,-0_2265625,0,0,0_001325722,0_001177117,0_001226686,0,0_375,-0_2265625,0_003729525
1/27/2022 2:00,994_4954834,0_3828125,99_99694824,-1,0,0,0_001325722,0_001177117,0_001226686,0,0_3828125,-1,0_003729525
1/27/2022 3:00,993_9738159,0_3984375,99_99694824,-0_828125,0,0,0,0,0,0,0_3984375,-0_828125,0
1/27/2022 4:00,993_8706055,0_40625,99_99694824,-0_4609375,0,0,0_001325722,0_001177117,0_001226686,0,0_40625,-0_4609375,0_003729525
1/27/2022 5:00,993_9553833,0_4140625,99_99694824,-0_421875,0_00150049,0,0_001325722,0_001177117,0_001226686,0,0_4140625,-0_421875,0_005230014
1/27/2022 6:00,993_7575684,0_421875,99_99694824,-0_4921875,0,0,0_001325722,0_001177117,0_001226686,0,0_421875,-0_4921875,0_003729525
1/27/2022 7:00,993_9039307,0_4296875,99_99694824,-0_3359375,0_013504406,0_011401589,0_007954334,0_005885583,0_006133429,0_010346662,0_4296875,-0_3359375,0_055226002
1/27/2022 8:00,994_1963501,0_4375,99_99694824,-0_3984375,5_217202187,5_130714893,4_008984089,3_601976395,3_433493614,3_57534647,0_4375,-0_3984375,24_96771765
1/27/2022 9:00,994_2181396,0_4453125,99_99694824,0_7734375,14_38669395,15_12502098,13_49055004,12_52452087,12_2153368,11_65494061,0_4453125,0_7734375,79_39706325
1/27/2022 10:00,994_0727539,0_4453125,88_61694336,1_6953125,39_77197647,42_21682358,38_9179039,36_53534317,39_17298508,36_94907761,0_4453125,1_6953125,233_5641098
1/27/2022 11:00,994_2200928,0_4453125,83_4197998,3_109375,187_1960297,142_4490051,145_8049164,127_1197586,160_5418854,140_631546,0_4453125,3_109375,903_7431412
1/27/2022 12:00,993_4838867,0_4609375,72_41821289,4_1796875,310_2859192,220_8697968,252_3838654,210_4378662,288_2053528,226_2415924,0_4609375,4_1796875,1508_424393
1/27/2022 13:00,992_9863281,0_4609375,65_33813477,5_75,301_4855347,245_1023102,265_7447815,230_1591492,286_1697693,233_7367554,0_4609375,5_75,1562_3983
1/27/2022 14:00,992_3883667,0_46875,73_08959961,4_6015625,245_7025452,189_0592194,221_8809052,186_3947906,240_6876984,181_2250214,0_46875,4_6015625,1264_95018
1/27/2022 15:00,991_8328247,0_46875,81_47277832,2_9296875,89_57772827,65_22360229,67_74175262,57_0254097,73_35826111,61_33271027,0_46875,2_9296875,414_2594643
1/27/2022 16:00,991_8328857,0_4765625,90_28015137,1_9375,46_16256332,33_05809021,34_84925842,26_70759773,32_70344162,24_72162437,0_4765625,1_9375,198_2025757
1/27/2022 17:00,991_4487305,0_4765625,99_99694824,-0_3828125,2_102185726,1_402395487,1_010200381,0_776896954,0_886893809,1_011673689,0_4765625,-0_3828125,7_190246045
1/27/2022 18:00,991_1091919,0_484375,99_99694824,-1_6484375,0,0,0,0,0,0,0_484375,-1_6484375,0
1/27/2022 19:00,990_31427,0_484375,99_99694824,-1_9375,0,0,0,0,0,0,0_484375,-1_9375,0
1/27/2022 20:00,989_7639465,0_48828125,94_30999756,-0_81640625,0,0,0,0,0,0,0_48828125,-0_81640625,0
1/27/2022 21:00,989_213623,0_4921875,88_62304688,0_3046875,0,0,0,0,0,0,0_4921875,0_3046875,0
1/27/2022 22:00,988_8710327,0_4921875,94_93103027,-1_2421875,0,0,0,0,0,0,0_4921875,-1_2421875,0
1/27/2022 23:00,988_4380493,0_5,99_99694824,-3_1640625,0,0,0,0,0,0,0_5,-3_1640625,0
1/28/2022 0:00,988_0873413,0_5,99_99694824,-2_921875,0,0,0_001325722,0_001177117,0_001226686,0,0_5,-2_921875,0_003729525
1/28/2022 1:00,987_7105713,0_5,99_99694824,-2_6953125,0,0,0_001325722,0_001177117,0_001226686,0,0_5,-2_6953125,0_003729525
1/28/2022 2:00,987_3002319,0_5078125,99_99694824,-2_5625,0,0,0_001325722,0_001177117,0_001226686,0,0_5078125,-2_5625,0_003729525
1/28/2022 3:00,986_8574829,0_5078125,99_99694824,-2_5390625,0,0,0,0,0,0,0_5078125,-2_5390625,0
1/28/2022 4:00,986_4334106,0_5078125,99_99694824,-2_5546875,0,0,0,0,0,0,0_5078125,-2_5546875,0
1/28/2022 5:00,986_2608643,0_5078125,99_99694824,-2_75,0,0,0,0,0,0,0_5078125,-2_75,0
1/28/2022 6:00,986_3479004,0_515625,99_99694824,-1_5859375,0_00150049,0,0_001325722,0_001177117,0_001226686,0,0_515625,-1_5859375,0_005230014
1/28/2022 7:00,986_9241333,0_515625,99_99694824,-1_6484375,0_042013709,0_024431977,0_017234389,0_012948282,0_014720229,0_019543694,0_515625,-1_6484375,0_13089228
1/28/2022 8:00,986_2845459,0_5234375,99_99694824,-1_2578125,16_30882072,12_61178589,10_25843811,8_718901634,9_849060059,8_992398262,0_5234375,-1_2578125,66_73940467
1/28/2022 9:00,985_62323,0_5234375,97_56469727,1_34375,104_0265808,69_42171478,71_81181335,60_9420166,92_77346039,75_65084839,0_5234375,1_34375,474_6264343
1/28/2022 10:00,985_6159668,0_5234375,89_14489746,3_546875,110_2469635,173_589386,124_2170258,156_1181641,72_30484772,94_65499878,0_5234375,3_546875,731_1313859
1/28/2022 11:00,986_1967773,0_53125,78_83300781,5_03125,248_5148468,189_8502655,224_0175781,187_2079926,251_3716431,166_2229767,0_53125,5_03125,1267_185303
1/28/2022 12:00,985_8446655,0_53125,76_68151855,5_34375,276_9428406,216_702713,232_1370087,207_4624939,260_4058228,224_9769897,0_53125,5_34375,1418_627869
1/28/2022 13:00,985_5967407,0_5390625,75,4,145_2406616,113_5214844,117_7455444,104_6574326,133_7175751,120_8512878,0_5390625,4,735_7339859
1/28/2022 14:00,984_9181519,0_546875,67_94433594,5_890625,126_1438675,148_7692871,128_3291016,127_712944,96_74182892,92_55734253,0_546875,5_890625,720_2543717
1/28/2022 15:00,984_9262695,0_5546875,60_70556641,5_8828125,89_91378021,94_84785461,78_57712555,75_49142456,65_39248657,62_96392059,0_5546875,5_8828125,467_1865921
1/28/2022 16:00,985_1599121,0_5625,68_68896484,3_390625,36_39437485,25_26103401,20_55267143,16_80451584,17_72192955,13_84843159,0_5625,3_390625,130_5829573
1/28/2022 17:00,985_2279663,0_5703125,67_18444824,3_328125,2_655866385,1_742814302,1_26341331,0_972298265,1_191111922,1_473824382,0_5703125,3_328125,9_299328566
1/28/2022 18:00,985_461853,0_578125,75_45776367,2_453125,0,0,0_001325722,0_001177117,0_001226686,0,0_578125,2_453125,0_003729525
1/28/2022 19:00,985_7866211,0_578125,75_56152344,1_9375,0,0,0,0,0,0,0_578125,1_9375,0
1/28/2022 20:00,986_3474731,0_578125,87_50305176,0_9453125,0,0,0,0,0,0,0_578125,0_9453125,0
1/28/2022 21:00,987_8696899,0_578125,92_60559082,1_640625,0,0,0,0,0,0,0_578125,1_640625,0
1/28/2022 22:00,988_3782959,0_5859375,99_99694824,0_78125,0_00150049,0,0_001325722,0_001177117,0_001226686,0,0_5859375,0_78125,0_005230014
1/28/2022 23:00,988_9584961,0_5859375,91_66564941,1_515625,0,0,0_001325722,0_001177117,0_001226686,0,0_5859375,1_515625,0_003729525
1/29/2022 0:00,989_3618164,0_59375,87_89367676,0_765625,0,0,0,0,0,0,0_59375,0_765625,0
1/29/2022 1:00,989_8125,0_59375,82_85522461,0_9375,0,0,0,0,0,0,0_59375,0_9375,0
1/29/2022 2:00,990_5043945,0_6015625,75_34179688,1_796875,0,0,0_001325722,0_001177117,0_001226686,0,0_6015625,1_796875,0_003729525
1/29/2022 3:00,991_0964355,0_6015625,79_52880859,1_578125,0,0,0_001325722,0_001177117,0_001226686,0,0_6015625,1_578125,0_003729525
1/29/2022 4:00,991_4066162,0_609375,80_78918457,1_2890625,0,0,0,0,0,0,0_609375,1_2890625,0
1/29/2022 5:00,991_9735107,0_609375,85_00671387,1_1640625,0,0,0_001325722,0_001177117,0_001226686,0,0_609375,1_1640625,0_003729525
